,Date,BA_Open,BA_High,BA_Low,BA_Close,BA_Adj Close,BA_Volume,BTC-USD_Open,BTC-USD_High,BTC-USD_Low,BTC-USD_Close,BTC-USD_Adj Close,BTC-USD_Volume,NFLX_Open,NFLX_High,NFLX_Low,NFLX_Close,NFLX_Adj Close,NFLX_Volume,TSLA_Open,TSLA_High,TSLA_Low,TSLA_Close,TSLA_Adj Close,TSLA_Volume,is_weekend
10,2019-01-11,348.55999755859375,354.3599853515625,348.0899963378906,352.8999938964844,342.9117736816406,3158900.0,3674.015380859375,3713.8818359375,3653.06982421875,3687.365478515625,3687.365478515625,5538712865,330.9599914550781,341.0899963378906,328.5199890136719,337.5899963378906,337.5899963378906,19500400.0,22.805999755859375,23.227333068847656,22.584667205810547,23.150667190551758,23.150667190551758,75586500.0,False
11,2019-01-12,,,,,,,3686.97314453125,3698.978271484375,3653.810791015625,3661.301025390625,3661.301025390625,4778170883,,,,,,,,,,,,,True
12,2019-01-13,,,,,,,3658.8681640625,3674.760009765625,3544.92724609375,3552.953125,3552.953125,4681302466,,,,,,,,,,,,,True
13,2019-01-14,348.20001220703125,352.80999755859375,347.010009765625,350.3599853515625,340.44366455078125,2476400.0,3557.31103515625,3727.836181640625,3552.28515625,3706.05224609375,3706.05224609375,5651384490,334.239990234375,335.4800109863281,329.1300048828125,332.94000244140625,332.94000244140625,10499600.0,22.825332641601562,22.833332061767578,22.266666412353516,22.293333053588867,22.293333053588867,78709500.0,False
14,2019-01-15,352.0,353.32000732421875,347.9800109863281,352.239990234375,342.2704772949219,2940900.0,3704.21630859375,3720.1533203125,3619.94921875,3630.67529296875,3630.67529296875,5537192302,349.6000061035156,357.2200012207031,347.0,354.6400146484375,354.6400146484375,21181200.0,22.333332061767578,23.253332138061523,22.299999237060547,22.961999893188477,22.961999893188477,90849000.0,False
15,2019-01-16,352.5,355.0,351.55999755859375,352.05999755859375,342.0956115722656,2731100.0,3631.509765625,3685.777099609375,3624.67333984375,3655.0068359375,3655.0068359375,5394457145,354.0,358.8500061035156,348.1099853515625,351.3900146484375,351.3900146484375,15385500.0,22.985332489013672,23.46666717529297,22.899999618530273,23.06999969482422,23.06999969482422,70375500.0,False
16,2019-01-17,350.75,363.8299865722656,350.7300109863281,359.0899963378906,348.92657470703125,4270400.0,3651.87109375,3680.135986328125,3621.9609375,3678.56396484375,3678.56396484375,5464420383,349.5,355.7900085449219,346.4100036621094,353.19000244140625,353.19000244140625,18871200.0,23.08066749572754,23.433332443237305,22.94333267211914,23.15399932861328,23.15399932861328,55150500.0,False
17,2019-01-18,363.8800048828125,367.32000732421875,361.32000732421875,364.7300109863281,354.406982421875,4256500.0,3677.990478515625,3682.52001953125,3637.080810546875,3657.83935546875,3657.83935546875,5002961727,351.9700012207031,353.0,336.7300109863281,339.1000061035156,339.1000061035156,26621000.0,21.53333282470703,21.808666229248047,19.98200035095215,20.150667190551758,20.150667190551758,362262000.0,False
18,2019-01-19,,,,,,,3652.3779296875,3758.533447265625,3652.3779296875,3728.568359375,3728.568359375,5955691380,,,,,,,,,,,,,True
19,2019-01-20,,,,,,,3725.446044921875,3743.387939453125,3583.01953125,3601.013671875,3601.013671875,5582489560,,,,,,,,,,,,,True
20,2019-01-21,,,,,,,3600.372802734375,3608.8408203125,3558.537109375,3576.032470703125,3576.032470703125,5004347059,,,,,,,,,,,,,False
21,2019-01-22,362.8599853515625,364.20001220703125,354.2300109863281,357.8999938964844,347.7702331542969,4336500.0,3575.081298828125,3620.74658203125,3539.721435546875,3604.5771484375,3604.5771484375,5313623556,334.8900146484375,336.8800048828125,321.0299987792969,325.1600036621094,325.1600036621094,17941400.0,20.321332931518555,20.53333282470703,19.700000762939453,19.92799949645996,19.92799949645996,181000500.0,False
22,2019-01-23,361.9100036621094,362.20001220703125,353.6700134277344,358.6099853515625,348.4601745605469,2924900.0,3605.55712890625,3623.06787109375,3565.31396484375,3585.123046875,3585.123046875,5433755649,328.25,331.75,318.6000061035156,321.989990234375,321.989990234375,13480100.0,19.5,19.633333206176758,18.779333114624023,19.172666549682617,19.172666549682617,187950000.0,False
23,2019-01-24,358.9100036621094,363.17999267578125,356.8999938964844,358.2699890136719,348.1297912597656,2801300.0,3584.500244140625,3616.08740234375,3569.0927734375,3600.865478515625,3600.865478515625,5262869046,320.6000061035156,331.79998779296875,319.0,326.6700134277344,326.6700134277344,11131600.0,18.868667602539062,19.57866668701172,18.618667602539062,19.43400001525879,19.43400001525879,120183000.0,False
24,2019-01-25,362.489990234375,366.94000244140625,360.3299865722656,364.20001220703125,353.8919677734375,3185600.0,3607.390380859375,3612.927734375,3575.597412109375,3599.765869140625,3599.765869140625,5265847539,328.7200012207031,340.0,328.510009765625,338.04998779296875,338.04998779296875,11152900.0,19.625999450683594,19.90133285522461,19.303333282470703,19.80266761779785,19.80266761779785,108744000.0,False
25,2019-01-26,,,,,,,3599.71533203125,3654.93310546875,3593.345947265625,3602.46044921875,3602.46044921875,5098183235,,,,,,,,,,,,,True
26,2019-01-27,,,,,,,3604.687255859375,3612.67138671875,3567.245849609375,3583.9658203125,3583.9658203125,5570752966,,,,,,,,,,,,,True
27,2019-01-28,360.6499938964844,363.1700134277344,357.5,362.9700012207031,352.6968078613281,3128900.0,3584.283203125,3586.7509765625,3439.23291015625,3470.450439453125,3470.450439453125,6908930483,334.70001220703125,336.29998779296875,328.8800048828125,335.6600036621094,335.6600036621094,8652100.0,19.527332305908203,19.83066749572754,19.183332443237305,19.7586669921875,19.7586669921875,96349500.0,False
28,2019-01-29,363.07000732421875,367.7799987792969,362.4100036621094,364.9100036621094,354.5819091796875,3202700.0,3468.8701171875,3476.0654296875,3400.81982421875,3448.116943359375,3448.116943359375,5897159493,335.8699951171875,338.2200012207031,328.1499938964844,328.8999938964844,328.8999938964844,7655200.0,19.684667587280273,19.90399932861328,19.453332901000977,19.83066749572754,19.83066749572754,69325500.0,False
29,2019-01-30,387.3999938964844,391.9700012207031,380.5,387.7200012207031,376.7463073730469,12705300.0,3443.89697265625,3495.1748046875,3429.387939453125,3486.181640625,3486.181640625,5955112627,332.75,341.7799987792969,330.79998779296875,340.6600036621094,340.6600036621094,9234500.0,20.030000686645508,20.600000381469727,19.89933204650879,20.584667205810547,20.584667205810547,168754500.0,False
30,2019-01-31,387.1600036621094,388.989990234375,382.0799865722656,385.6199951171875,374.70574951171875,6878500.0,3485.4091796875,3504.804931640625,3447.915771484375,3457.792724609375,3457.792724609375,5831198271,339.67999267578125,345.989990234375,338.0899963378906,339.5,339.5,8535500.0,20.066667556762695,20.770666122436523,19.600000381469727,20.468000411987305,20.468000411987305,188538000.0,False
31,2019-02-01,386.1099853515625,392.79998779296875,384.7300109863281,387.42999267578125,376.4644775390625,5625700.0,3460.547119140625,3501.9541015625,3431.591552734375,3487.9453125,3487.9453125,5422926707,337.17999267578125,346.8399963378906,336.5,339.8500061035156,339.8500061035156,9827800.0,20.3613338470459,21.073333740234375,20.233333587646484,20.81399917602539,20.81399917602539,109251000.0,False
32,2019-02-02,,,,,,,3484.6259765625,3523.287353515625,3467.57470703125,3521.060791015625,3521.060791015625,5071623601,,,,,,,,,,,,,True
33,2019-02-03,,,,,,,3516.1396484375,3521.38818359375,3447.92431640625,3464.013427734375,3464.013427734375,5043937584,,,,,,,,,,,,,True
34,2019-02-04,388.9700012207031,397.07000732421875,388.1199951171875,397.0,385.7636413574219,4256600.0,3467.211669921875,3476.223876953125,3442.5869140625,3459.154052734375,3459.154052734375,5332718886,342.6000061035156,352.0,341.29998779296875,351.3399963378906,351.3399963378906,9051400.0,20.865333557128906,21.020000457763672,20.125333786010742,20.859333038330078,20.859333038330078,110281500.0,False
35,2019-02-05,400.75,410.75,399.54998779296875,410.17999267578125,398.5705871582031,7230400.0,3454.950927734375,3478.148193359375,3451.93701171875,3466.357421875,3466.357421875,5227549545,353.20001220703125,360.0,352.8999938964844,355.80999755859375,355.80999755859375,9046600.0,20.832666397094727,21.496000289916992,20.816667556762695,21.42333221435547,21.42333221435547,101142000.0,False
36,2019-02-06,411.510009765625,413.8800048828125,405.6600036621094,411.1099853515625,399.4742431640625,5356000.0,3469.091796875,3469.091796875,3398.5654296875,3413.767822265625,3413.767822265625,5482196038,357.0,357.0400085449219,347.19000244140625,352.19000244140625,352.19000244140625,6717700.0,21.305999755859375,21.615999221801758,21.041332244873047,21.148000717163086,21.148000717163086,75577500.0,False
37,2019-02-07,407.92999267578125,410.3500061035156,402.2900085449219,405.1700134277344,395.6802673339844,5211400.0,3414.929443359375,3427.945556640625,3394.218505859375,3399.4716796875,3399.4716796875,5004962683,347.8999938964844,348.75,339.0199890136719,344.7099914550781,344.7099914550781,7864500.0,20.886667251586914,20.979999542236328,20.200000762939453,20.500667572021484,20.500667572021484,97809000.0,False
38,2019-02-08,400.0,404.9599914550781,397.79998779296875,404.9100036621094,395.4263916015625,4570900.0,3401.37646484375,3695.614013671875,3391.023681640625,3666.7802734375,3666.7802734375,7735623101,338.0,348.0,338.0,347.57000732421875,347.57000732421875,7561400.0,20.455333709716797,20.496667861938477,19.899999618530273,20.386667251586914,20.386667251586914,87663000.0,False
39,2019-02-09,,,,,,,3671.5859375,3679.94140625,3646.559326171875,3671.20361328125,3671.20361328125,6158833645,,,,,,,,,,,,,True
40,2019-02-10,,,,,,,3673.201416015625,3695.0361328125,3640.97998046875,3690.188232421875,3690.188232421875,6282256903,,,,,,,,,,,,,True
41,2019-02-11,408.1000061035156,409.8299865722656,402.69000244140625,403.95001220703125,394.4888610839844,3046900.0,3695.613037109375,3695.613037109375,3642.287841796875,3648.4306640625,3648.4306640625,6277056434,350.0,352.8699951171875,344.80999755859375,345.7300109863281,345.7300109863281,5454900.0,20.773332595825195,21.239999771118164,20.700000762939453,20.856000900268555,20.856000900268555,106945500.0,False
42,2019-02-12,407.0,411.2099914550781,405.3999938964844,410.7200012207031,401.10028076171875,3263300.0,3642.751953125,3668.5869140625,3618.556884765625,3653.528564453125,3653.528564453125,6480384532,348.0899963378906,360.0,346.5199890136719,359.9700012207031,359.9700012207031,10429400.0,21.079999923706055,21.21266746520996,20.641332626342773,20.78733253479004,20.78733253479004,82764000.0,False
43,2019-02-13,412.5199890136719,412.7200012207031,407.6700134277344,410.5799865722656,400.96356201171875,3078700.0,3653.60400390625,3669.74658203125,3617.246337890625,3632.070556640625,3632.070556640625,6438903823,357.29998779296875,359.6000061035156,350.2799987792969,351.7699890136719,351.7699890136719,10559100.0,20.823333740234375,20.850000381469727,20.3713321685791,20.544666290283203,20.544666290283203,77124000.0,False
44,2019-02-14,408.92999267578125,412.2200012207031,407.79998779296875,409.82000732421875,400.22137451171875,2724300.0,3631.170166015625,3646.256591796875,3607.69775390625,3616.880859375,3616.880859375,6271044418,351.75,360.45001220703125,348.3299865722656,359.07000732421875,359.07000732421875,9295300.0,20.225332260131836,20.451332092285156,20.066667556762695,20.251333236694336,20.251333236694336,78012000.0,False
45,2019-02-15,412.4800109863281,418.04998779296875,411.42999267578125,417.9700012207031,408.1805114746094,4017300.0,3617.368408203125,3647.795166015625,3608.20654296875,3620.810791015625,3620.810791015625,6091952231,358.4700012207031,364.3999938964844,355.5,356.8699951171875,356.8699951171875,9230000.0,20.299999237060547,20.53333282470703,20.260000228881836,20.525333404541016,20.525333404541016,58573500.0,False
46,2019-02-16,,,,,,,3615.270263671875,3652.84130859375,3615.270263671875,3629.78759765625,3629.78759765625,5934744052,,,,,,,,,,,,,True
47,2019-02-17,,,,,,,3633.359375,3680.537353515625,3619.18212890625,3673.836181640625,3673.836181640625,7039512503,,,,,,,,,,,,,True
48,2019-02-18,,,,,,,3671.369873046875,3936.6650390625,3669.982421875,3915.71435546875,3915.71435546875,9908216640,,,,,,,,,,,,,False
49,2019-02-19,415.5,417.94000244140625,414.5400085449219,416.260009765625,406.51055908203125,3051500.0,3911.66162109375,4010.87939453125,3908.153076171875,3947.094482421875,3947.094482421875,9933626655,355.79998779296875,365.0,355.32000732421875,361.9200134277344,361.9200134277344,7396600.0,20.437332153320312,20.769332885742188,20.364667892456055,20.375999450683594,20.375999450683594,62526000.0,False
50,2019-02-20,417.1400146484375,421.8399963378906,417.1099853515625,421.54998779296875,411.6766662597656,3990100.0,3946.68505859375,4000.486328125,3926.246826171875,3999.820556640625,3999.820556640625,8693373948,364.8500061035156,366.7099914550781,356.70001220703125,359.9100036621094,359.9100036621094,8110700.0,20.29400062561035,20.420000076293945,19.933332443237305,20.17066764831543,20.17066764831543,107131500.0,False
51,2019-02-21,421.5799865722656,422.4100036621094,415.67999267578125,417.5799865722656,407.7995910644531,2880500.0,4000.2568359375,4010.009521484375,3940.108154296875,3954.1181640625,3954.1181640625,7775128102,360.0299987792969,362.8500061035156,353.8800048828125,356.9700012207031,356.9700012207031,6227900.0,20.12066650390625,20.215999603271484,19.366666793823242,19.415332794189453,19.415332794189453,133638000.0,False
52,2019-02-22,419.70001220703125,424.4700012207031,419.1400146484375,424.04998779296875,414.1180725097656,3132300.0,3952.406494140625,4006.538330078125,3950.81640625,4005.526611328125,4005.526611328125,7826525254,360.3399963378906,366.1300048828125,360.04998779296875,363.0199890136719,363.0199890136719,7088200.0,19.632667541503906,19.766666412353516,19.47333335876465,19.6473331451416,19.6473331451416,86109000.0,False
53,2019-02-23,,,,,,,3998.916259765625,4166.2861328125,3968.726806640625,4142.52685546875,4142.52685546875,8922258316,,,,,,,,,,,,,True
54,2019-02-24,,,,,,,4145.4580078125,4210.6416015625,3793.708984375,3810.427490234375,3810.427490234375,10794227451,,,,,,,,,,,,,True
55,2019-02-25,427.489990234375,429.9200134277344,426.5199890136719,426.8699951171875,416.8720397949219,3276100.0,3807.00244140625,3913.707275390625,3807.00244140625,3882.6962890625,3882.6962890625,9318796067,367.010009765625,371.489990234375,363.7900085449219,363.9100036621094,363.9100036621094,7569300.0,19.860666275024414,20.19333267211914,19.799999237060547,19.917999267578125,19.917999267578125,99397500.0,False
56,2019-02-26,426.0,429.0,424.25,426.7699890136719,416.77435302734375,2503700.0,3878.697265625,3891.578857421875,3837.986328125,3854.35791015625,3854.35791015625,7931218996,362.9800109863281,365.70001220703125,359.3299865722656,364.9700012207031,364.9700012207031,4944600.0,19.481332778930664,20.134000778198242,19.251333236694336,19.857332229614258,19.857332229614258,128737500.0,False
57,2019-02-27,427.1700134277344,436.3299865722656,427.1499938964844,435.44000244140625,425.2413330078125,4603800.0,3857.479736328125,3888.802490234375,3787.058837890625,3851.04736328125,3851.04736328125,8301309684,363.5,368.0299987792969,359.79998779296875,362.8699951171875,362.8699951171875,5629900.0,20.118667602539062,21.086666107177734,20.036666870117188,20.982667922973633,20.982667922973633,167758500.0,False
58,2019-02-28,438.70001220703125,441.4200134277344,437.0799865722656,439.9599914550781,429.65545654296875,5063100.0,3848.261962890625,3906.058349609375,3845.8212890625,3854.785400390625,3854.785400390625,8399767798,362.4700012207031,366.3900146484375,357.7099914550781,358.1000061035156,358.1000061035156,6186800.0,21.261333465576172,21.333332061767578,20.720666885375977,21.325332641601562,21.325332641601562,157810500.0,False
59,2019-03-01,446.010009765625,446.010009765625,440.19000244140625,440.6199951171875,430.2999572753906,5124200.0,3853.757080078125,3907.79541015625,3851.6923828125,3859.583740234375,3859.583740234375,7661247975,362.260009765625,362.8699951171875,354.69000244140625,357.32000732421875,357.32000732421875,5526500.0,20.46266746520996,20.475332260131836,19.459999084472656,19.652666091918945,19.652666091918945,343671000.0,False
60,2019-03-02,,,,,,,3855.318115234375,3874.607421875,3832.1279296875,3864.4150390625,3864.4150390625,7578786076,,,,,,,,,,,,,True
61,2019-03-03,,,,,,,3862.26611328125,3875.483642578125,3836.90576171875,3847.17578125,3847.17578125,7253558152,,,,,,,,,,,,,True
62,2019-03-04,443.2200012207031,444.5,426.6300048828125,432.69000244140625,422.55572509765625,5971000.0,3845.091552734375,3867.3818359375,3733.749755859375,3761.55712890625,3761.55712890625,9029175788,359.7200012207031,362.25,348.0400085449219,351.0400085449219,351.0400085449219,7487000.0,19.874666213989258,19.933332443237305,18.851999282836914,19.02400016784668,19.02400016784668,256452000.0,False
63,2019-03-05,431.0400085449219,433.8500061035156,428.6400146484375,430.1199951171875,420.0458984375,2844300.0,3759.83251953125,3903.916748046875,3745.18310546875,3896.375,3896.375,10174126415,351.4599914550781,356.1700134277344,348.25,354.29998779296875,354.29998779296875,5937800.0,18.799999237060547,18.933332443237305,18.00666618347168,18.43600082397461,18.43600082397461,281470500.0,False
64,2019-03-06,429.70001220703125,432.0,422.0799865722656,424.4599914550781,414.5184631347656,4159400.0,3897.0810546875,3919.510498046875,3871.460693359375,3903.942626953125,3903.942626953125,9175291529,353.6000061035156,359.8800048828125,351.70001220703125,359.6099853515625,359.6099853515625,6211900.0,18.43199920654297,18.767332077026367,18.292667388916016,18.416000366210938,18.416000366210938,155032500.0,False
65,2019-03-07,423.3599853515625,434.3500061035156,416.44000244140625,422.55999755859375,412.6629943847656,4893600.0,3903.384765625,3939.373291015625,3894.113037109375,3911.484375,3911.484375,9584165519,360.1600036621094,362.8599853515625,350.5,352.6000061035156,352.6000061035156,6151300.0,18.589332580566406,18.979999542236328,18.28333282470703,18.439332962036133,18.439332962036133,141637500.0,False
66,2019-03-08,416.7699890136719,423.42999267578125,415.5,422.5400085449219,412.6434631347656,3794900.0,3913.225830078125,3950.43212890625,3875.228515625,3901.131591796875,3901.131591796875,10638638944,345.75,349.9200134277344,342.4700012207031,349.6000061035156,349.6000061035156,6898800.0,18.46066665649414,19.03933334350586,18.392667770385742,18.94266700744629,18.94266700744629,132294000.0,False
67,2019-03-09,,,,,,,3894.552490234375,3987.23779296875,3892.390380859375,3963.313720703125,3963.313720703125,10796103518,,,,,,,,,,,,,True
68,2019-03-10,,,,,,,3966.17431640625,3966.17431640625,3924.381103515625,3951.599853515625,3951.599853515625,9713267607,,,,,,,,,,,,,True
69,2019-03-11,371.2699890136719,402.6700134277344,365.54998779296875,400.010009765625,390.6411437988281,34742200.0,3953.740234375,3966.384765625,3889.239013671875,3905.227294921875,3905.227294921875,10125901903,352.0,358.9800109863281,350.0299987792969,358.8599853515625,358.8599853515625,5387300.0,18.90133285522461,19.41866683959961,18.700000762939453,19.39466667175293,19.39466667175293,110884500.0,False
70,2019-03-12,384.7099914550781,390.0,368.0,375.4100036621094,366.6173095703125,36922600.0,3903.75830078125,3926.88916015625,3863.55908203125,3909.15625,3909.15625,9809887079,359.3699951171875,360.1300048828125,353.79998779296875,356.2699890136719,356.2699890136719,5164600.0,19.099332809448242,19.204666137695312,18.737333297729492,18.890666961669922,18.890666961669922,112561500.0,False
71,2019-03-13,378.42999267578125,381.7699890136719,363.3299865722656,377.1400146484375,368.30682373046875,32662300.0,3913.04736328125,3926.59765625,3891.904296875,3906.71728515625,3906.71728515625,9469184841,355.80999755859375,362.4800109863281,352.7699890136719,361.2099914550781,361.2099914550781,6444100.0,18.926666259765625,19.465999603271484,18.84666633605957,19.263999938964844,19.263999938964844,102670500.0,False
72,2019-03-14,374.989990234375,380.3900146484375,372.1000061035156,373.29998779296875,364.55670166015625,13514100.0,3905.576904296875,3946.50439453125,3901.296875,3924.369140625,3924.369140625,10480789570,360.5,363.8399963378906,358.1000061035156,358.82000732421875,358.82000732421875,5271400.0,19.496667861938477,19.69266700744629,19.21933364868164,19.33066749572754,19.33066749572754,106551000.0,False
73,2019-03-15,370.8800048828125,385.7099914550781,366.45001220703125,378.989990234375,370.11346435546875,26697700.0,3926.663330078125,3968.54296875,3914.015380859375,3960.9111328125,3960.9111328125,9394210605,361.0199890136719,364.0,358.8900146484375,361.4599914550781,361.4599914550781,8444500.0,18.900667190551758,18.9146671295166,18.293333053588867,18.36199951171875,18.36199951171875,221782500.0,False
74,2019-03-16,,,,,,,3963.900146484375,4077.036376953125,3961.657470703125,4048.725830078125,4048.725830078125,9856166973,,,,,,,,,,,,,True
75,2019-03-17,,,,,,,4047.719482421875,4054.1220703125,4006.4111328125,4025.22900390625,4025.22900390625,8221625400,,,,,,,,,,,,,True
76,2019-03-18,370.0,373.07000732421875,367.20001220703125,372.2799987792969,363.56060791015625,13119200.0,4029.968505859375,4071.556640625,4009.1171875,4032.50732421875,4032.50732421875,9646954186,362.4700012207031,370.9700012207031,361.8599853515625,363.44000244140625,363.44000244140625,7194700.0,18.399999618530273,18.536666870117188,17.81999969482422,17.965999603271484,17.965999603271484,154215000.0,False
77,2019-03-19,371.1400146484375,378.7699890136719,371.010009765625,373.42999267578125,364.6836853027344,9856100.0,4032.69189453125,4082.216064453125,4023.8125,4071.190185546875,4071.190185546875,9344919956,366.3999938964844,366.9599914550781,356.79998779296875,358.7799987792969,358.7799987792969,7541400.0,17.833332061767578,18.219999313354492,17.56399917602539,17.83133316040039,17.83133316040039,177009000.0,False
78,2019-03-20,374.70001220703125,380.79998779296875,373.67999267578125,376.1600036621094,367.3497314453125,8737600.0,4070.7939453125,4089.4619140625,4031.11083984375,4087.476318359375,4087.476318359375,10175916388,358.9100036621094,375.8999938964844,357.010009765625,375.2200012207031,375.2200012207031,10917200.0,17.979333877563477,18.33133316040039,17.753332138061523,18.239999771118164,18.239999771118164,103623000.0,False
79,2019-03-21,374.0400085449219,377.0,372.2300109863281,372.70001220703125,363.97076416015625,6951000.0,4083.953857421875,4097.35986328125,4005.1513671875,4029.326904296875,4029.326904296875,10831212662,374.0,379.0,370.6099853515625,377.8699951171875,377.8699951171875,8544000.0,18.17333221435547,18.43000030517578,17.89666748046875,18.26799964904785,18.26799964904785,89206500.0,False
80,2019-03-22,368.7900085449219,369.8599853515625,361.5299987792969,362.1700134277344,353.6874084472656,10143900.0,4028.5146484375,4053.90673828125,4021.54248046875,4023.96826171875,4023.96826171875,9252935969,375.95001220703125,376.42999267578125,360.0400085449219,361.010009765625,361.010009765625,8661300.0,18.172000885009766,18.18666648864746,17.600000381469727,17.635332107543945,17.635332107543945,131184000.0,False
81,2019-03-23,,,,,,,4022.71337890625,4049.882568359375,4015.964599609375,4035.826416015625,4035.826416015625,9578850549,,,,,,,,,,,,,True
82,2019-03-24,,,,,,,4035.16357421875,4040.69970703125,4006.19287109375,4022.168212890625,4022.168212890625,9144851065,,,,,,,,,,,,,True
83,2019-03-25,365.0,371.2099914550781,362.8900146484375,370.4599914550781,361.7832336425781,7939600.0,4024.11279296875,4038.8408203125,3934.03125,3963.070556640625,3963.070556640625,10359818883,359.0,367.0400085449219,357.44000244140625,366.2300109863281,366.2300109863281,8473800.0,17.31399917602539,17.545333862304688,16.964000701904297,17.3613338470459,17.3613338470459,153225000.0,False
84,2019-03-26,375.5799865722656,375.6000061035156,367.6000061035156,370.3800048828125,361.70513916015625,6479700.0,3969.228759765625,3985.080810546875,3944.753173828125,3985.080810546875,3985.080810546875,10707678815,367.8699951171875,368.3800048828125,358.0199890136719,359.9700012207031,359.9700012207031,7666500.0,17.62933349609375,18.017332077026367,17.6286678314209,17.851333618164062,17.851333618164062,110263500.0,False
85,2019-03-27,371.8900146484375,376.6600036621094,365.54998779296875,374.2099914550781,365.4454040527344,9600000.0,3984.244873046875,4087.066162109375,3977.810546875,4087.066162109375,4087.066162109375,10897131934,361.0,362.4700012207031,350.3699951171875,353.3699951171875,353.3699951171875,7852400.0,17.916667938232422,18.357999801635742,17.8786678314209,18.32200050354004,18.32200050354004,131688000.0,False
86,2019-03-28,376.6000061035156,376.6600036621094,372.3299865722656,374.44000244140625,365.6700134277344,4921300.0,4087.58447265625,4094.902099609375,4040.266357421875,4069.107177734375,4069.107177734375,9353915899,354.489990234375,355.94000244140625,349.20001220703125,354.6099853515625,354.6099853515625,4361000.0,18.477333068847656,18.68866729736328,18.34000015258789,18.57466697692871,18.57466697692871,101611500.0,False
87,2019-03-29,376.5199890136719,382.17999267578125,374.739990234375,381.4200134277344,372.4865417480469,7694700.0,4068.2998046875,4113.5009765625,4034.09716796875,4098.37451171875,4098.37451171875,10918665557,357.1600036621094,358.25,353.7099914550781,356.55999755859375,356.55999755859375,4705600.0,18.579999923706055,18.67733383178711,18.299999237060547,18.657333374023438,18.657333374023438,89869500.0,False
88,2019-03-30,,,,,,,4092.13623046875,4296.806640625,4053.90966796875,4106.66015625,4106.66015625,9732688060,,,,,,,,,,,,,True
