,cols_used,mse_val,mse_train,aggregated_shap
20,"('finbert_Score', 'mean_influential', 'log_return_1', 'minmax_low_norm', 'minmax_high_norm')",0.0017676121788099408,0.003895624471906192,"[[0.00412231 0.00376339 0.00193092 0.00549559 0.00565898]
 [0.00338236 0.00324207 0.00142043 0.00556345 0.00359437]
 [0.0048228  0.00306453 0.00323857 0.01252871 0.01046526]
 [0.0068714  0.00300913 0.00471832 0.01796191 0.01556898]
 [0.00653675 0.00340646 0.00517692 0.01835608 0.01587702]
 [0.00569919 0.00361372 0.00435016 0.01406291 0.01204794]
 [0.00408758 0.00298782 0.00333897 0.00845265 0.00793643]
 [0.00222203 0.00229946 0.00325564 0.00505527 0.00734427]
 [0.00087302 0.00113331 0.00265965 0.00815729 0.00952592]
 [0.00138865 0.00043423 0.00127841 0.0095119  0.00913053]]"
21,"('finbert_Score', 'mean_trustworthy', 'log_return_5', 'minmax_daily_variation', 'minmax_close_norm')",0.002788442187011242,0.0019297355835703736,"[[0.006173   0.00332194 0.0024114  0.00479027 0.0066898 ]
 [0.00493962 0.00261101 0.00202205 0.0034144  0.00504774]
 [0.00446536 0.0020541  0.00164845 0.0029366  0.00344566]
 [0.0034459  0.001749   0.00123063 0.0028837  0.00207318]
 [0.00335473 0.00194924 0.00110628 0.0025174  0.0013597 ]
 [0.00288393 0.00203463 0.00150153 0.00202441 0.00115485]
 [0.00325975 0.00140892 0.00147753 0.00150525 0.00127909]
 [0.00441301 0.00131619 0.00130127 0.00135397 0.00163295]
 [0.00528148 0.00181054 0.00107795 0.00233063 0.00184366]
 [0.0051843  0.00147259 0.00106078 0.00234619 0.00130953]]"
22,"('finbert_Score', 'mean_trustworthy', 'minmax_high_close_pressure', 'minmax_low_open_pressure', 'minmax_open_norm')",0.002962708007544279,0.0026297052599916423,"[[0.01160362 0.00795931 0.00709035 0.00209668 0.00253712]
 [0.01027799 0.00927411 0.00485849 0.0021409  0.00177292]
 [0.00796923 0.00910251 0.00306328 0.00244236 0.00149492]
 [0.00596195 0.00789578 0.00345787 0.00292978 0.00150189]
 [0.00371052 0.00617104 0.00361866 0.00323946 0.00135622]
 [0.00246947 0.00465449 0.00396507 0.00309652 0.00104832]
 [0.00249129 0.00298224 0.00293948 0.0025906  0.00109972]
 [0.00347101 0.00188411 0.00306913 0.00170842 0.00132898]
 [0.00323136 0.00106736 0.00369077 0.00104318 0.00165761]
 [0.00188788 0.00057286 0.00388715 0.00129143 0.00179082]]"
23,"('finbert_Score', 'mean_clickbait', 'norm_roc_14', 'minmax_daily_variation', 'minmax_high_norm')",0.0024564152117818594,0.002209062515051557,"[[0.00583012 0.00195941 0.00800499 0.00335073 0.00189449]
 [0.00624385 0.00232156 0.00717208 0.00336312 0.00228675]
 [0.00619304 0.00255544 0.00576656 0.00325796 0.00279799]
 [0.00608124 0.00293972 0.00449736 0.00340164 0.00325643]
 [0.0047661  0.00338571 0.00374721 0.00368654 0.00326913]
 [0.0034075  0.00345255 0.00367001 0.00354577 0.00277637]
 [0.0025566  0.00280017 0.00320565 0.00289685 0.00177923]
 [0.00260892 0.00170807 0.0026459  0.00200369 0.00097961]
 [0.00276525 0.0006098  0.00308463 0.00145272 0.00110513]
 [0.00320493 0.00130887 0.00246317 0.00223477 0.00134697]]"
24,"('finbert_Score', 'norm_rsi_14', 'norm_slowk_14', 'EURUSD=X_Close', 'minmax_low_norm')",0.002749958075582981,0.0036018609895368016,"[[0.00419183 0.00390974 0.00784171 0.00023098 0.00205129]
 [0.00361685 0.00400903 0.00619156 0.00026155 0.00169602]
 [0.00401039 0.00365456 0.008114   0.00027304 0.00142186]
 [0.00442927 0.00285965 0.0103345  0.00026131 0.00126549]
 [0.00455074 0.00205454 0.01034307 0.00024126 0.00123448]
 [0.00430396 0.00128447 0.00843971 0.00023184 0.00153582]
 [0.0035726  0.00137278 0.00487855 0.00022152 0.00174451]
 [0.00312912 0.00277221 0.00472224 0.00022656 0.00183303]
 [0.00214736 0.00377146 0.00607397 0.00025709 0.0017239 ]
 [0.00144563 0.00358816 0.00575853 0.00026619 0.00107355]]"
25,"('finbert_Score', 'norm_rsi_gspc_14', 'log_return_1', 'minmax_high_close_pressure', 'minmax_close_norm')",0.00235845148563385,0.0029181811508748553,"[[0.00608318 0.00487641 0.00344202 0.00559653 0.00642119]
 [0.00405661 0.00387797 0.00302931 0.00429672 0.0044429 ]
 [0.0038116  0.0032046  0.0022918  0.00277405 0.00271643]
 [0.00419674 0.00261949 0.00184976 0.00320492 0.00155434]
 [0.00410153 0.00234647 0.00175554 0.00375622 0.00103692]
 [0.00448349 0.00216199 0.00172    0.00351122 0.00099922]
 [0.00551931 0.00205554 0.00177292 0.00236082 0.00130454]
 [0.00564584 0.00198959 0.00223035 0.00193827 0.00182846]
 [0.00401728 0.00195805 0.00233135 0.00349009 0.002497  ]
 [0.00103005 0.00188977 0.00151429 0.00400241 0.00236184]]"
26,"('bart_Score', 'vader_Score', 'mean_trustworthy', 'norm_slowk_14', 'EURUSD=X_Close')",0.0027534873224794865,0.0038903167928300867,"[[4.78197653e-03 9.11896437e-03 7.41692172e-03 8.27395537e-03
  6.90429848e-04]
 [3.83751715e-03 9.92409240e-03 7.44447155e-03 6.10787103e-03
  6.47393147e-04]
 [2.79938269e-03 9.43868607e-03 6.62905044e-03 3.32687803e-03
  5.50929640e-04]
 [2.24889752e-03 8.09115503e-03 5.11450210e-03 5.03374945e-03
  4.13135382e-04]
 [1.66756210e-03 5.90534104e-03 3.15252843e-03 7.32745466e-03
  2.81277873e-04]
 [1.85025433e-03 3.77976630e-03 1.47764678e-03 7.06119398e-03
  1.85872296e-04]
 [2.58390514e-03 5.50148946e-03 3.61390072e-03 4.44410841e-03
  1.41324898e-04]
 [2.32898323e-03 6.23995840e-03 6.23420592e-03 6.41661657e-03
  1.36287485e-04]
 [9.98229877e-04 4.13359426e-03 6.54446675e-03 1.22557244e-02
  1.31515575e-04]
 [7.45687410e-04 2.36683911e-03 4.13670746e-03 1.43854779e-02
  8.50238048e-05]]"
27,"('bart_Score', 'vader_Score', 'mean_clickbait', 'norm_rsi_gspc_14', 'log_return_1')",0.0028343384619802237,0.004420729119030776,"[[0.00160643 0.00151723 0.00121701 0.00278361 0.00178196]
 [0.00166154 0.00146545 0.00148406 0.00191295 0.001869  ]
 [0.0018639  0.00151295 0.00180352 0.00159117 0.00173712]
 [0.00133713 0.00267362 0.00236254 0.00177824 0.00166635]
 [0.00076802 0.00464274 0.00276844 0.00224865 0.00231968]
 [0.00211886 0.00654102 0.0032176  0.00239268 0.00309876]
 [0.00399452 0.0072625  0.00272932 0.00203173 0.00300711]
 [0.00467897 0.00649979 0.00251098 0.00140919 0.00340573]
 [0.00417123 0.00371407 0.00126623 0.00073883 0.00214279]
 [0.00232299 0.00112401 0.00038802 0.00036968 0.0005993 ]]"
28,"('bart_Score', 'vader_Score', 'norm_rsi_14', 'minmax_TSLA_Volume', 'minmax_high_close_pressure')",0.0024951950181275606,0.0020834888506755696,"[[0.0029888  0.00365556 0.00680924 0.00133252 0.00198618]
 [0.00360543 0.00367825 0.00628992 0.00196367 0.00290751]
 [0.00411776 0.0031786  0.00561656 0.00281612 0.00387733]
 [0.00508176 0.00291137 0.00433038 0.0033804  0.00505942]
 [0.00552403 0.00294458 0.00271439 0.00393376 0.00597864]
 [0.00544004 0.00255424 0.0024971  0.00493203 0.00608754]
 [0.00539482 0.00181217 0.00429066 0.00537714 0.00554579]
 [0.00491927 0.00121274 0.00594642 0.00504698 0.00543238]
 [0.0042441  0.0009539  0.00666287 0.00384887 0.00496022]
 [0.00305572 0.00246351 0.00611448 0.00304871 0.00360528]]"
29,"('bart_Score', 'vader_Score', 'norm_roc_14', 'log_return_5', 'minmax_daily_variation')",0.0022679322864860296,0.0012076764937703592,"[[0.003301   0.00413598 0.00353002 0.00190955 0.00506054]
 [0.00261937 0.00461554 0.00332975 0.00165958 0.00503003]
 [0.00271863 0.00473254 0.00284422 0.00168223 0.00475831]
 [0.0027054  0.00454682 0.00241116 0.00190602 0.00392171]
 [0.00247688 0.00501401 0.00227175 0.00196914 0.00274958]
 [0.00238212 0.00508169 0.00221995 0.00170098 0.00186566]
 [0.00366506 0.00606153 0.00248    0.00156334 0.0027467 ]
 [0.00361236 0.00635191 0.00293831 0.0020009  0.00361937]
 [0.00276092 0.00334085 0.00320101 0.00319389 0.00318418]
 [0.00080783 0.00283647 0.00311608 0.0033082  0.00175616]]"
